gene,padj_Aged,padj_Young
Abi1,1,6.12470895456422e-23
Acer2,0.117020743749475,0.0999663964550178
Adamtsl1,1,0.033647385162374
Adcy2,1,4.5152021002842e-4
Agap1,1,1.57083008835137e-32
App,1,1.20722739336988e-38
Arhgef3,1,2.39388299836016e-6
Arid1b,1,3.56947673262217e-23
Atp2a2,1,1.40419604087121e-57
Axl,1,4.03667497436434e-6
B3galt1,1,6.78880433011144e-103
Birc6,1,1.29011016082933e-30
C330020E22Rik,1,6.89572498600304e-10
Cacna1c,1,2.01597636895253e-52
Cacnb4,1,0.00622870044508337
Cadm1,1,0.0463031746535343
Ccdc80,1,1.62692548187695e-32
Cdk14,1,3.40893946764205e-8
Cdv3,1,0.0214068909495883
Cep112,0.808345383232823,0.0370611780867392
Cmip,1,7.051833218372429e-70
Cmklr1,1,2.38844285440318e-5
Col14a1,1,2.5432493351345e-4
Col4a1,1,0.0190542962024111
Col4a2,1,2.8576501061294794e-94
Col4a3,0.40441673191993,0.0062082542646602
Cp,1,2.82459457084173e-53
Cped1,1,1.09193237694147e-7
Creb3l2,1,4.18696856735015e-51
Csgalnact1,1,1.0265234033614e-40
Cst3,1,3.49651170059118e-13
Dcbld2,1,8.434798579822521e-73
Dchs2,1,4.15142809281343e-6
Ddr2,1,2.65633477521222e-17
Dnajc3,1,0.0692641051750001
Dnm3,1,3.84451701662521e-37
Dock10,1,0.001843108971843
Dpep1,1,0.00556813670456038
Dpt,1,0.0228810897589471
Elf1,1,0.00701915540291072
Etv6,1,1.33134383915543e-50
Fam13a,1,6.6491847848727e-4
Farp1,1,5.96583625224005e-5
Fbln2,1,6.3552465964547e-5
Fgd5,1,0.062416955014857
Frmd6,1,0.00793711562694953
Frzb,1,0.0197478518616675
Gls,1,1.08021193528405e-45
Grk5,1,6.75050032927492e-38
Gxylt2,0.611769223571558,1.51759326621453e-13
Hsp90b1,1,1.3892398278888e-4
Hspa5,1,1.05321915704479e-25
Hspb1,1,1.16383198483097e-7
Hsph1,1,4.69537466771887e-10
Hycc1,1,0.0888823975696466
Il1r1,1,5.81602839459093e-77
Impact,1,0.0161410942416108
Ipo7,1,3.8876838312815e-4
Iqgap2,1,0.00183345540389196
Itga1,0.109304147453191,0.0554773153887061
Jarid2,1,1.22663746947925e-52
Kcnab1,1,1.8756908059630597e-18
Kcnc2,1,2.3007983014259e-4
Khdrbs3,0.633924734121297,2.77225978488042e-8
Lmo7,0.783885313359202,2.3284023205438704e-9
Lrp1,1,6.83878213938683e-22
Ltbp1,1,2.17497673850243e-77
Malat1,1,1.3958832845949e-4
Mcf2l,1,0.0148179432288314
Medag,1,2.3063291439141e-28
Meis2,1,0.02489380809741
Mmp16,0.451388063133038,0.00156216983908796
Mpdz,1,2.3169304310800203e-15
Mt1,0.183250048007797,4.77792094827961e-6
Nedd4,1,2.769178706365e-4
Ngf,1,3.8675852884775e-6
Nipbl,1,3.1792697236557102e-21
Nlk,1,0.0634351448471328
Nr3c2,1,4.5202267275071e-7
Nrip1,1,1.8958165566862498e-78
Nrp2,0.336187079916302,0.0193157189715224
Ntrk3,1,0.068052534013811
Osmr,1,0.0663161847337053
Pakap,1,4.37244762276353e-18
Pam,1,1.6389069631542298e-34
Pdia3,1,1.94518706756336e-5
Pdlim1,0.894206590775695,1.02668619192691e-9
Pdlim3,1,0.0256008515192852
Pdlim5,1,6.49661148358894e-15
Prkca,1,2.86303399120433e-32
Ptpn12,1,0.0062082542646602
Ptpn14,1,0.0104101138011417
Ptprg,1,2.7195673922581998e-37
Ralgapa1,1,3.96180431165768e-8
Rapgef1,1,7.2075959989776e-6
Rgs7,1,0.0489775209011488
Rock2,1,2.47688226559498e-31
Rps2,1,0.0113766353966995
Rsrc2,1,1.1109534074113e-4
Samd4,1,2.2915292980858997e-31
Sec63,1,0.0203576828451717
Sema3d,1,0.00351010771659977
Septin11,1,1.33636969043104e-35
Sh3d19,1,6.294254760998169e-19
Slc8a1,1,1.3186151501616998e-41
Slco2b1,1,0.0175380604867966
Snd1,1,1.5303594699582201e-15
St8sia4,0.989851506699307,0.00404134185041011
Stag1,1,1.7148287297341999e-29
Stim1,1,0.0959074807372776
Ston2,0.141503352873828,0.0184395919030921
Sulf1,1,1.18540104789409e-66
Tcim,1,0.00377024658098164
Tnpo1,1,7.75905653174725e-11
Top1,1,1.83535199817505e-51
Tpp2,1,1.35650015654549e-6
Ube2e2,1,1.12079742935182e-48
Utrn,1,2.95729770751069e-33
Wnk1,1,3.41079047685973e-63
Wwtr1,1,0.0337157489946774
Xdh,1,4.20616651989517e-7
Zfc3h1,1,5.60430661490945e-34
